sex,age,race,juv_fel_count,juv_misd_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid
Male,29,African-American,0,0,3,M,Battery,0
Male,33,Hispanic,0,0,3,F,arrest case no charge,1
Male,21,Caucasian,0,0,0,F,Uttering a Forged Instrument,0
Female,31,Caucasian,0,0,14,F,Possession Of Alprazolam,1
Male,62,Caucasian,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1
Male,39,Caucasian,0,0,3,F,Driving While License Revoked,0
Male,56,Caucasian,0,0,2,M,Battery,1
Male,28,African-American,0,0,6,F,Drivg While Lic Suspd/Revk/Can,1
Female,26,African-American,0,0,6,F,arrest case no charge,0
Male,51,Hispanic,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1
Male,51,Hispanic,0,0,1,F,Neglect Child / No Bodily Harm,1
Male,28,African-American,0,0,7,F,Grand Theft in the 3rd Degree,1
Female,36,African-American,0,0,1,M,Battery,1
Male,39,Hispanic,0,0,0,F,Aggravated Assault W/Dead Weap,1
Female,38,Caucasian,0,0,0,M,Battery,1
Male,23,African-American,0,0,1,F,Grand Theft in the 3rd Degree,1
Male,28,Caucasian,0,0,5,M,Battery,0
Female,29,Caucasian,0,0,7,F,arrest case no charge,0
Male,20,African-American,4,2,6,F,arrest case no charge,0
Female,38,Other,0,0,0,F,"Poss3,4 Methylenedioxymethcath",1
Male,29,African-American,0,0,0,M,Battery,1
Female,34,Asian,0,0,1,F,Child Abuse,1
Male,29,African-American,0,0,11,F,Driving While License Revoked,0
Male,34,African-American,0,0,8,M,Battery,1
Male,26,African-American,0,0,6,F,Burglary Conveyance Armed,0
Male,58,African-American,0,0,0,F,Felony Battery (Dom Strang),1
Male,37,Hispanic,0,0,6,F,arrest case no charge,0
Male,23,African-American,0,0,1,F,arrest case no charge,1
Male,48,Caucasian,0,0,0,M,Petit Theft,0
Male,61,African-American,0,0,9,F,arrest case no charge,1
Male,30,African-American,0,0,1,F,Battery on Law Enforc Officer,0
Male,44,African-American,0,0,0,F,Robbery / No Weapon,1
Male,26,African-American,0,0,3,F,arrest case no charge,1
Male,46,African-American,0,0,3,F,Stalking (Aggravated),0
Male,36,Caucasian,0,0,5,F,Driving While License Revoked,1
Female,29,African-American,0,1,11,F,arrest case no charge,0
Female,23,Other,0,0,0,M,Battery,1
Male,53,African-American,0,0,3,F,Aggravated Battery,0
Male,33,Other,0,0,5,F,arrest case no charge,1
Male,35,African-American,0,0,8,M,Battery,1
Female,39,Caucasian,0,0,3,F,arrest case no charge,1
Male,21,Hispanic,1,0,1,F,Felony Battery (Dom Strang),0
Female,26,Caucasian,0,0,2,F,Purchase Cannabis,0
Male,26,African-American,1,0,10,F,arrest case no charge,0
Male,28,African-American,0,0,8,M,Battery,0
Female,21,Caucasian,0,3,3,M,Battery,0
Male,37,African-American,0,0,8,F,arrest case no charge,1
Male,29,Caucasian,0,0,1,F,Grand Theft in the 3rd Degree,1
Male,22,African-American,1,0,12,F,Possession of Cocaine,0
Male,59,African-American,0,0,4,M,arrest case no charge,1
Male,28,African-American,0,8,12,F,Possession of Cocaine,0
Female,56,Caucasian,0,0,0,M,Battery,1
Female,32,Caucasian,0,0,2,M,Driving License Suspended,1
Male,30,Caucasian,0,0,0,F,Possession of Cannabis,1
Male,29,Other,0,0,0,F,Agg Battery Grt/Bod/Harm,1
Male,24,African-American,0,0,1,F,arrest case no charge,1
Female,27,Caucasian,0,0,6,F,Grand Theft (Motor Vehicle),1
Male,43,African-American,0,0,15,M,Resist/Obstruct W/O Violence,0
Male,26,African-American,0,1,6,M,arrest case no charge,1
Female,24,Caucasian,0,0,1,F,arrest case no charge,1
Male,30,African-American,0,0,0,F,"Poss3,4 Methylenedioxymethcath",1
Male,56,Other,0,0,6,F,Possession of Cocaine,0
Male,26,African-American,0,0,4,F,Driving While License Revoked,1
Male,24,African-American,2,1,3,M,Battery,0
Male,30,Hispanic,0,0,6,M,Unlaw LicTag/Sticker Attach,0
Male,54,African-American,0,0,4,F,arrest case no charge,1
Male,23,Hispanic,0,0,0,F,arrest case no charge,0
Female,48,African-American,0,0,18,F,arrest case no charge,0
Female,36,African-American,0,0,13,F,Possession of Cocaine,0
Male,21,African-American,0,0,1,F,Grand Theft in the 3rd Degree,0
Male,26,Caucasian,0,0,10,F,arrest case no charge,0
Male,26,Caucasian,0,0,10,M,Driving License Suspended,0
Male,45,Caucasian,0,0,0,F,Felony Battery (Dom Strang),1
Male,47,Caucasian,0,0,1,M,Battery,1
Male,30,Hispanic,0,0,7,F,Possession of Cannabis,0
Male,41,African-American,2,0,14,M,arrest case no charge,0
Male,50,Caucasian,0,0,1,F,arrest case no charge,1
Male,31,African-American,0,0,2,F,Grand Theft in the 3rd Degree,1
Male,21,African-American,0,0,0,F,Uttering a Forged Instrument,0
Female,28,African-American,1,0,1,M,Battery,0
Male,29,Caucasian,1,0,9,F,Tampering With Physical Evidence,0
Male,28,African-American,0,0,2,F,Pos Cannabis W/Intent Sel/Del,1
Male,22,African-American,0,0,0,F,Grand Theft in the 3rd Degree,0
Female,21,African-American,0,0,0,F,Uttering a Forged Instrument,1
Male,48,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,0
Male,25,African-American,0,0,4,F,Burglary Unoccupied Dwelling,0
Male,37,African-American,0,0,7,F,Tampering With Physical Evidence,1
Male,31,Caucasian,0,0,5,F,Tampering With Physical Evidence,0
Male,56,Other,0,0,0,M,Battery,1
Male,24,African-American,0,0,0,M,Driving Under The Influence,1
Male,47,Caucasian,0,0,5,M,DUI Property Damage/Injury,1
Male,66,Caucasian,0,0,2,M,Viol Injunct Domestic Violence,1
Male,51,African-American,0,0,21,F,arrest case no charge,0
Male,64,Caucasian,0,0,8,F,Grand Theft in the 3rd Degree,0
Male,76,Asian,0,0,0,F,Aggravated Assault w/Firearm,1
Female,28,Caucasian,0,0,3,F,Burglary Structure Unoccup,0
Male,35,African-American,0,0,1,M,Battery,1
Male,44,Other,0,0,6,F,Felony Driving While Lic Suspd,0
Male,38,Hispanic,1,0,7,F,Felony Battery (Dom Strang),0
Male,24,African-American,0,0,0,F,Grand Theft (Motor Vehicle),1
Male,27,Caucasian,0,0,4,F,Resist Officer w/Violence,1
Male,36,Caucasian,0,0,0,F,Possession of Cocaine,1
Male,20,Hispanic,0,0,0,F,Corrupt Public Servant,0
Male,21,African-American,0,0,0,F,Battery on Law Enforc Officer,0
Male,27,African-American,0,0,7,F,arrest case no charge,0
Male,28,African-American,0,1,18,F,Possession of Cocaine,0
Male,52,Hispanic,0,0,0,M,Battery,0
Male,39,Caucasian,0,0,16,F,arrest case no charge,0
Male,19,African-American,0,0,0,F,Resist Officer w/Violence,0
Male,46,Caucasian,0,0,1,F,arrest case no charge,1
Male,40,African-American,0,0,2,F,Felony Driving While Lic Suspd,1
Male,30,Caucasian,0,0,5,F,Grand Theft in the 3rd Degree,0
Male,28,Caucasian,0,0,0,F,Manufacture Cannabis,0
Male,27,Caucasian,0,0,0,M,Battery,1
Male,23,Hispanic,0,0,3,F,Possession of Cocaine,0
Male,33,African-American,2,0,8,F,Felony Battery (Dom Strang),0
Male,25,African-American,0,0,7,F,arrest case no charge,1
Male,25,African-American,0,0,3,F,Dealing in Stolen Property,0
Male,33,Caucasian,0,0,4,F,Burglary Dwelling Assault/Batt,1
Female,24,African-American,0,0,0,F,Deliver Cocaine,1
Male,44,Caucasian,0,0,0,F,Driving While License Revoked,1
Male,44,African-American,0,0,0,F,Felony/Driving Under Influence,1
Female,23,African-American,0,0,0,M,Battery,1
Female,31,Caucasian,0,0,2,F,Burglary Structure Unoccup,0
Male,27,African-American,0,0,0,F,Cruelty Toward Child,1
Female,26,Caucasian,0,0,1,F,Possession of Oxycodone,0
Male,57,African-American,0,0,16,M,Battery,0
Male,55,Caucasian,0,0,0,F,Battery on a Person Over 65,1
Female,36,Caucasian,0,0,7,F,Felony Petit Theft,0
Male,45,Hispanic,0,0,6,F,arrest case no charge,1
Male,30,African-American,0,0,18,M,Operating W/O Valid License,0
Male,34,African-American,0,0,0,F,Possession of Cocaine,0
Male,24,African-American,0,0,1,F,arrest case no charge,1
Male,42,African-American,0,0,7,F,Driving While License Revoked,1
Female,34,Caucasian,0,0,12,F,Possession of Cocaine,0
Male,30,Hispanic,0,0,3,M,Driving Under The Influence,1
Male,40,Caucasian,0,0,6,F,Carrying Concealed Firearm,1
Male,24,Hispanic,0,0,1,F,arrest case no charge,1
Male,24,Asian,0,0,4,F,arrest case no charge,0
Male,30,Other,0,0,13,F,Deliver Cannabis,0
Male,30,African-American,0,0,4,F,Possession of Cocaine,1
Male,31,Caucasian,0,0,3,M,Battery,0
Male,33,Caucasian,0,0,2,F,arrest case no charge,0
Male,27,Caucasian,0,0,1,M,Battery,1
Male,22,Hispanic,0,0,0,F,arrest case no charge,0
Male,37,African-American,0,0,3,M,Battery,1
Male,25,African-American,0,0,1,F,Possession Of Methamphetamine,1
Male,45,Caucasian,0,0,2,F,arrest case no charge,1
Male,22,Hispanic,0,0,1,F,arrest case no charge,0
Male,31,Caucasian,0,0,1,F,Battery on Law Enforc Officer,1
Male,23,African-American,0,0,0,F,Pos Cannabis W/Intent Sel/Del,1
Male,28,African-American,0,0,6,M,Battery,0
Male,35,African-American,0,0,0,F,Felony Battery (Dom Strang),1
Male,29,African-American,0,1,4,F,Grand Theft in the 3rd Degree,0
Male,23,African-American,0,0,2,F,Burglary Conveyance Unoccup,0
Male,28,African-American,0,0,7,F,arrest case no charge,0
Female,34,Caucasian,0,0,0,M,Driving License Suspended,0
Female,32,Caucasian,0,0,5,F,Burglary Dwelling Assault/Batt,1
Male,52,Caucasian,0,0,2,M,Susp Drivers Lic 1st Offense,1
Male,25,African-American,0,0,2,F,arrest case no charge,1
Male,34,Caucasian,0,1,15,F,Possession of Cocaine,1
Male,47,African-American,0,0,4,F,Felony Driving While Lic Suspd,0
Male,50,African-American,0,0,9,F,Deliver Cocaine,1
Female,30,African-American,0,0,4,F,Crimin Mischief Damage $1000+,1
Male,22,Caucasian,0,0,0,M,Battery,0
Male,53,Caucasian,0,0,1,M,Driving Under The Influence,0
Female,47,African-American,0,0,7,F,Possession of Cocaine,0
Male,37,Caucasian,0,0,3,F,Driving While License Revoked,1
Male,37,African-American,0,0,8,M,Battery,1
Male,26,African-American,0,0,7,F,"Poss3,4 Methylenedioxymethcath",0
Female,31,Caucasian,0,0,0,M,Battery,1
Male,20,Caucasian,0,0,0,F,Felony Battery (Dom Strang),0
Male,22,African-American,0,0,0,F,Burglary Unoccupied Dwelling,0
Male,33,African-American,0,0,14,F,Driving While License Revoked,0
Male,30,African-American,0,0,1,M,Battery,1
Male,27,Caucasian,0,0,5,F,Possession of Cocaine,0
Male,24,African-American,0,0,2,M,Battery,0
Female,20,Other,0,0,1,M,Battery,1
Male,29,African-American,0,0,0,M,Battery,1
Male,44,African-American,0,0,29,F,Possession of Cocaine,0
Female,46,Caucasian,0,0,1,M,Battery,0
Female,36,African-American,0,0,1,F,Grand Theft in the 3rd Degree,1
Male,23,African-American,0,0,0,M,Battery,0
Male,21,African-American,0,0,1,F,Possession of Cocaine,0
Male,29,African-American,0,0,6,F,Felony Driving While Lic Suspd,0
Male,25,Hispanic,1,4,10,F,Driving While License Revoked,0
Female,22,Hispanic,0,0,1,F,Possession Of Amphetamine,1
Male,29,African-American,0,0,4,M,Assault,1
Female,26,African-American,0,0,0,M,Robbery / No Weapon,1
Female,50,Caucasian,0,0,7,M,Criminal Mischief Damage <$200,0
Male,32,African-American,0,0,1,F,False Imprisonment,1
Male,45,Hispanic,0,0,0,F,Felony Battery (Dom Strang),1
Male,30,African-American,0,0,1,F,Aggravated Assault W/Dead Weap,1
Male,25,African-American,0,0,0,F,Crim Use of Personal ID Info,1
Female,44,Caucasian,0,0,10,F,Felony Committing Prostitution,0
Male,58,African-American,0,0,0,F,Grand Theft (Motor Vehicle),0
Male,24,African-American,0,0,5,F,"Poss3,4 Methylenedioxymethcath",1
Male,20,African-American,0,1,1,F,Grand Theft in the 3rd Degree,0
Male,29,Caucasian,0,0,0,M,Battery,0
Male,21,Caucasian,0,0,1,F,arrest case no charge,1
Male,38,African-American,1,2,22,M,Possess Cannabis/20 Grams Or Less,0
Male,62,Hispanic,0,0,5,F,Possession Of Heroin,1
Female,46,Caucasian,0,0,1,F,arrest case no charge,1
Male,29,African-American,0,1,17,F,Driving While License Revoked,0
Male,30,African-American,0,0,0,F,Possession of Cocaine,0
Male,55,African-American,0,0,8,F,Driving While License Revoked,0
Male,47,Caucasian,0,0,2,M,DUI Level 0.15 Or Minor In Veh,1
Male,27,Hispanic,0,0,1,M,Operating W/O Valid License,1
Male,30,African-American,0,0,13,F,Felony Battery,0
Male,24,African-American,0,0,4,F,Driving While License Revoked,0
Male,48,Caucasian,0,0,2,F,Possession of Oxycodone,0
Male,45,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,0
Male,26,African-American,0,0,2,M,Possess Cannabis/20 Grams Or Less,1
Female,42,Caucasian,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1
Male,34,African-American,0,0,1,M,Battery,1
Male,21,African-American,0,0,0,M,Resist/Obstruct W/O Violence,0
Female,69,Caucasian,0,0,2,M,Leaving Acc/Unattended Veh,1
Male,24,Caucasian,0,0,5,F,arrest case no charge,0
Male,45,African-American,0,0,1,M,Resist/Obstruct W/O Violence,1
Male,28,African-American,0,0,3,M,Operating W/O Valid License,1
Male,25,African-American,0,3,8,M,Battery,0
Male,52,African-American,0,0,2,M,DUI Property Damage/Injury,1
Male,30,Caucasian,0,0,0,F,Felony Battery (Dom Strang),1
Female,26,Hispanic,0,0,0,M,Battery,1
Male,34,Other,0,0,0,F,Felony Batt(Great Bodily Harm),0
Male,32,Caucasian,0,1,5,F,arrest case no charge,0
Male,47,Caucasian,0,0,11,F,Grand Theft in the 3rd Degree,1
Male,38,African-American,0,0,2,M,Possess Cannabis/20 Grams Or Less,0
Male,32,African-American,0,0,2,F,arrest case no charge,1
Male,23,African-American,0,2,4,F,"Poss3,4 Methylenedioxymethcath",0
Male,30,Hispanic,0,0,0,M,DUI Property Damage/Injury,1
Male,59,African-American,0,0,9,F,Felony Petit Theft,0
Male,24,Caucasian,0,0,5,F,arrest case no charge,0
Female,22,African-American,0,0,0,F,Robbery / No Weapon,1
Male,35,African-American,0,0,6,F,arrest case no charge,1
Male,24,African-American,0,0,0,F,Uttering a Forged Instrument,0
Male,35,African-American,0,0,1,M,Battery,1
Male,25,African-American,0,0,2,F,Grand Theft in the 3rd Degree,1
Male,27,African-American,0,0,7,F,Driving While License Revoked,0
Male,24,African-American,0,0,6,F,Resist Officer w/Violence,0
Male,33,Caucasian,0,0,2,M,DUI Level 0.15 Or Minor In Veh,1
Male,44,Caucasian,0,0,4,F,Driving While License Revoked,1
Male,30,African-American,0,0,3,F,Grand Theft in the 3rd Degree,1
Female,39,Hispanic,0,0,2,F,arrest case no charge,1
Male,28,Caucasian,0,0,0,F,Crim Use of Personal ID Info,1
Male,34,African-American,0,0,1,F,Purchase Cannabis,1
Male,26,African-American,0,0,1,F,arrest case no charge,0
Male,23,African-American,0,0,0,F,Pos Cannabis W/Intent Sel/Del,1
Male,29,Caucasian,0,0,11,F,Possession of Cocaine,0
Male,31,African-American,0,0,0,M,Battery,1
Male,38,Other,0,0,1,F,arrest case no charge,1
Male,30,African-American,0,0,14,F,arrest case no charge,0
Male,21,Caucasian,0,0,2,F,Grand Theft in the 3rd Degree,0
Male,44,African-American,0,0,0,F,Felony Driving While Lic Suspd,1
Male,52,African-American,0,0,0,F,Felony Battery (Dom Strang),1
Male,30,African-American,0,0,6,F,Grand Theft in the 3rd Degree,0
Male,31,African-American,0,0,9,F,Aggravated Battery / Pregnant,0
Female,21,African-American,0,1,2,F,Deliver Cannabis,1
Male,77,Caucasian,0,0,1,M,DUI Property Damage/Injury,1
Male,61,Caucasian,0,0,4,F,Uttering a Forged Instrument,1
Female,41,African-American,0,0,0,M,Battery,1
Female,24,Caucasian,0,0,0,M,Battery,1
Female,34,African-American,0,0,5,F,arrest case no charge,1
Male,34,Caucasian,0,0,3,F,arrest case no charge,0
Male,27,Hispanic,0,0,1,F,"Poss3,4 Methylenedioxymethcath",1
Male,25,African-American,0,0,6,M,Criminal Mischief Damage <$200,0
Male,30,African-American,0,0,1,F,Cruelty Toward Child,1
Male,59,Hispanic,0,0,0,F,Uttering a Forged Instrument,1
Male,55,Caucasian,0,0,1,F,Grand Theft in the 3rd Degree,0
Female,22,African-American,0,1,1,M,Reckless Driving,1
Male,32,Caucasian,0,0,0,F,Battery on Law Enforc Officer,0
Male,53,African-American,0,0,5,M,Petit Theft,1
Male,50,Caucasian,0,0,1,M,Battery,1
Male,26,Other,0,0,1,F,Pos Cannabis W/Intent Sel/Del,0
Male,36,African-American,0,0,7,F,Felony Battery w/Prior Convict,0
Male,35,African-American,0,0,16,F,arrest case no charge,0
Female,25,Caucasian,0,0,0,M,Battery,1
Female,31,Caucasian,0,0,2,M,Assault,1
Female,26,African-American,0,0,1,F,Grand Theft in the 3rd Degree,1
Male,25,Caucasian,0,0,0,M,DUI Property Damage/Injury,1
Male,32,African-American,0,0,0,M,Battery,1
Male,40,Caucasian,0,0,5,F,Pos Cannabis W/Intent Sel/Del,1
Male,33,African-American,0,0,12,F,Tampering With Physical Evidence,0
Male,36,Asian,0,0,1,F,arrest case no charge,1
Male,30,Caucasian,0,0,2,F,Possession of Cocaine,1
Male,30,African-American,0,0,0,F,Possession of Cocaine,1
Male,41,African-American,0,0,19,F,arrest case no charge,1
Female,21,Caucasian,0,0,1,M,Battery,1
Female,29,Caucasian,0,0,0,F,Possession of Cocaine,1
Male,25,Caucasian,0,0,0,F,Possession of Cocaine,1
Male,35,Caucasian,0,0,4,F,arrest case no charge,1
Male,43,African-American,0,0,4,F,arrest case no charge,0
Male,29,Caucasian,0,0,12,M,Criminal Mischief>$200<$1000,0
Female,61,Caucasian,0,0,0,F,Possession of Cocaine,1
Female,22,African-American,0,0,4,F,Possession of Cocaine,0
Male,27,Caucasian,0,0,2,F,arrest case no charge,0
Male,44,African-American,0,0,12,F,Tamper With Witness/Victim/CI,1
Female,34,African-American,0,0,1,M,Battery,1
Female,34,Caucasian,0,0,1,F,arrest case no charge,1
Female,20,African-American,0,0,0,M,Battery,0
Male,30,African-American,0,0,0,M,Battery,1
Female,43,African-American,0,0,0,M,Battery,1
Male,51,Caucasian,0,0,4,F,Felony Driving While Lic Suspd,0
Male,37,Hispanic,0,0,9,F,Deliver Cocaine,1
Male,42,African-American,1,0,7,F,Possession of Cocaine,0
Female,29,Hispanic,0,0,1,F,arrest case no charge,1
Male,44,Caucasian,0,0,4,F,Lewd or Lascivious Molestation,1
Female,24,Caucasian,0,0,0,M,Battery,1
Male,36,Caucasian,0,0,12,F,arrest case no charge,1
Male,32,African-American,0,0,2,M,Battery,1
Male,38,African-American,0,0,0,M,Battery,1
Female,27,African-American,0,0,8,F,arrest case no charge,1
Male,24,Caucasian,0,0,2,M,arrest case no charge,1
Female,30,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,0
Female,43,Caucasian,0,0,0,M,Battery,0
Male,30,African-American,6,0,8,M,Battery,0
Male,22,African-American,0,0,2,F,Pos Cannabis W/Intent Sel/Del,0
Female,26,Caucasian,0,0,1,M,Assault,1
Male,37,Caucasian,0,0,3,F,Possession of Cocaine,1
Male,25,Caucasian,0,0,5,F,Driving While License Revoked,0
Male,65,Caucasian,0,0,1,F,Possession Of Heroin,0
Male,52,Other,0,0,0,F,Possession of Cocaine,0
Male,37,Hispanic,0,0,9,F,arrest case no charge,1
Male,29,Caucasian,0,0,1,F,False Imprisonment,1
Male,32,Caucasian,0,0,3,F,arrest case no charge,1
Male,36,Hispanic,0,0,0,M,Battery,0
Male,21,African-American,0,2,8,F,arrest case no charge,0
Male,21,Caucasian,0,0,1,F,Burglary Unoccupied Dwelling,1
Male,47,Caucasian,0,0,13,M,Battery,0
Female,36,African-American,0,0,4,F,arrest case no charge,1
Female,25,African-American,0,0,6,F,Driving While License Revoked,0
Male,32,Caucasian,0,0,4,M,Battery,0
Male,43,Caucasian,0,0,1,F,Neglect Child / No Bodily Harm,1
Male,26,African-American,0,0,8,M,Battery,0
Male,21,African-American,0,0,1,F,arrest case no charge,1
Male,34,Asian,0,0,0,M,Battery,1
Male,46,Hispanic,0,0,1,M,Operating W/O Valid License,1
Male,40,African-American,2,0,23,M,Possess Cannabis/20 Grams Or Less,0
Male,38,Caucasian,0,0,3,M,Disorderly Conduct,1
Male,41,African-American,0,0,7,F,arrest case no charge,1
Male,25,Caucasian,0,0,7,F,Burglary Conveyance Armed,0
Male,21,Caucasian,0,0,1,F,Burglary Conveyance Assault/Bat,1
Female,74,Caucasian,0,0,0,M,Disorderly Intoxication,1
Male,41,Caucasian,0,0,5,M,Battery,0
Female,27,Hispanic,0,0,0,M,Prostitution/Lewd Act Assignation,1
Male,30,African-American,0,1,1,M,Aggravated Battery / Pregnant,1
Female,33,Caucasian,0,0,3,F,Possession Of Heroin,0
Male,24,Caucasian,0,0,2,M,Driving Under The Influence,1
Male,52,Asian,0,0,0,F,Grand Theft in the 3rd Degree,1
Female,29,Caucasian,0,0,0,M,Battery,1
Female,42,Caucasian,0,0,0,F,Poss Contr Subst W/o Prescript,0
Female,30,Caucasian,0,0,1,F,Driving While License Revoked,1
Male,33,African-American,0,0,0,F,Uttering a Forged Instrument,1
Male,38,Hispanic,0,0,1,F,Felony Battery (Dom Strang),1
Male,21,African-American,0,0,2,F,Possession of Cocaine,0
Female,41,Caucasian,0,0,9,M,Petit Theft,0
Female,28,African-American,0,0,5,M,arrest case no charge,1
Male,28,Hispanic,0,0,3,F,arrest case no charge,1
Male,21,Hispanic,0,0,1,F,Possession of Cocaine,1
Female,22,Hispanic,0,0,1,F,arrest case no charge,1
Male,32,Hispanic,0,0,3,F,arrest case no charge,1
Male,25,African-American,0,0,0,F,Corrupt Public Servant,0
Female,27,African-American,0,0,0,M,Battery,1
Male,35,Caucasian,0,0,0,F,"Poss3,4 Methylenedioxymethcath",1
Male,40,African-American,0,0,2,M,Battery,1
Female,29,Other,0,0,0,F,Aggrav Battery w/Deadly Weapon,1
Male,24,African-American,0,0,2,M,Battery,0
Male,24,African-American,5,1,10,F,Possession of Cocaine,0
Male,36,Hispanic,0,1,26,F,Driving While License Revoked,0
Male,54,African-American,0,0,13,F,arrest case no charge,1
Male,26,Hispanic,0,0,5,F,Driving While License Revoked,1
Male,50,Caucasian,0,0,1,F,Felony Battery (Dom Strang),1
Male,21,African-American,0,0,1,F,Grand Theft in the 3rd Degree,0
Male,51,Hispanic,0,0,0,M,Battery,1
Male,24,African-American,0,0,2,F,Grand Theft in the 3rd Degree,0
Male,33,African-American,0,2,11,F,arrest case no charge,0
Male,29,African-American,0,0,3,M,Possess Cannabis/20 Grams Or Less,1
Female,25,Caucasian,0,0,0,M,Battery,1
Male,46,Caucasian,0,0,1,F,arrest case no charge,1
Male,33,African-American,0,0,9,M,Battery,0
Male,31,Hispanic,0,1,19,F,"Poss 3,4 MDMA (Ecstasy)",0
Male,21,Other,0,0,0,M,Aggravated Assault w/Firearm,1
Male,60,Other,0,0,1,M,Battery,0
Female,39,African-American,0,0,3,F,Uttering a Forged Instrument,0
Male,23,African-American,0,0,1,F,arrest case no charge,1
Female,23,African-American,0,0,3,M,Battery,0
Male,35,African-American,0,0,4,F,arrest case no charge,1
Male,49,Caucasian,0,0,12,F,Possession Burglary Tools,0
Male,26,Other,0,0,1,M,Battery,1
Male,27,Caucasian,0,0,0,M,Battery,1
Male,22,African-American,0,1,2,F,Driving While License Revoked,1
Male,31,African-American,0,0,0,M,Possession of Cocaine,1
Male,31,Hispanic,0,0,5,F,Crim Use of Personal ID Info,0
Female,29,Hispanic,0,0,0,F,Battery on Law Enforc Officer,1
Female,65,Caucasian,0,0,0,F,Fraudulent Use of Credit Card,1
Female,34,Hispanic,0,0,1,M,Battery,1
Male,24,Caucasian,0,0,6,F,Burglary Conveyance Unoccup,1
Male,46,African-American,0,0,0,M,DUI Property Damage/Injury,1
Male,26,Other,0,0,3,F,Aggravated Assault W/dead Weap,1
Male,20,African-American,0,0,0,F,Pos Cannabis W/Intent Sel/Del,0
Male,29,African-American,0,0,16,F,Grand Theft (Motor Vehicle),0
Male,29,African-American,0,0,7,F,Burglary Dwelling Occupied,1
Male,21,African-American,0,0,0,F,"Deliver 3,4 Methylenediox",1
Male,40,African-American,0,0,0,F,Possession of Cocaine,0
Male,22,African-American,0,0,2,M,Viol Injunct Domestic Violence,0
Male,39,Caucasian,0,0,0,M,Driving Under The Influence,1
Male,22,African-American,0,1,1,F,Battery on Law Enforc Officer,0
Female,27,Other,0,0,5,F,arrest case no charge,0
Male,36,Caucasian,0,0,1,F,Burglary Structure Unoccup,1
Male,56,Caucasian,0,0,17,F,Corrupt Public Servant,0
Male,36,African-American,0,0,0,M,Battery,1
Male,38,African-American,0,0,5,M,Unlaw Use False Name/Identity,1
Male,32,African-American,0,0,0,F,Robbery / Weapon,1
Female,34,African-American,0,0,5,F,Agg Battery Grt/Bod/Harm,0
Male,23,Other,0,0,0,M,Possess Cannabis/20 Grams Or Less,1
Male,52,Caucasian,0,0,0,M,Battery,1
Male,38,African-American,0,0,5,M,Battery,1
Male,46,Caucasian,0,0,0,M,Driving License Suspended,1
Male,27,African-American,0,0,0,F,Uttering a Forged Instrument,0
Male,20,African-American,0,0,2,F,Aggravated Assault W/Dead Weap,0
Female,51,African-American,0,0,1,M,DUI- Enhanced,1
Female,29,Caucasian,0,0,1,F,Burglary Conveyance Unoccup,0
Female,35,African-American,0,0,7,F,Driving While License Revoked,0
Male,37,Caucasian,0,0,1,M,Battery,0
Male,63,Caucasian,0,0,0,F,Criminal Mischief,1
Male,27,African-American,0,0,2,F,Robbery / Weapon,1
Male,27,African-American,0,0,1,F,Aggravated Battery / Pregnant,0
Male,27,African-American,0,0,0,F,Burglary Unoccupied Dwelling,1
Male,24,African-American,0,0,2,M,Possess Cannabis/20 Grams Or Less,0
Male,30,Hispanic,0,0,1,F,Driving While License Revoked,0
Male,32,African-American,0,1,13,M,Criminal Mischief>$200<$1000,0
Male,25,Caucasian,0,0,4,F,Grand Theft in the 3rd Degree,0
Male,24,African-American,2,1,10,M,Susp Drivers Lic 1st Offense,1
Male,27,African-American,0,0,0,M,Battery,1
Female,48,African-American,0,0,0,M,Battery,1
Female,26,African-American,0,0,1,M,Battery,1
Male,58,Other,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,23,Caucasian,0,0,1,F,Burglary Conveyance Unoccup,0
Male,22,Caucasian,0,1,3,M,Battery,0
Female,51,African-American,0,0,4,F,arrest case no charge,1
Male,41,African-American,0,0,0,F,arrest case no charge,1
Male,21,African-American,0,0,0,F,Burglary Unoccupied Dwelling,1
Male,32,African-American,0,0,1,M,Criminal Mischief>$200<$1000,1
Male,26,Other,0,0,0,M,Battery,1
Female,39,African-American,0,0,3,M,Susp Drivers Lic 1st Offense,1
Female,48,Other,0,0,0,M,Battery,1
Male,46,Caucasian,0,0,0,M,Battery,1
Male,56,Hispanic,0,0,2,M,Opert With Susp DL 2nd Offens,1
Male,22,African-American,0,0,1,M,Poss Of Controlled Substance,0
Male,36,African-American,0,0,2,F,arrest case no charge,0
Male,20,Native American,0,1,1,F,arrest case no charge,0
Male,32,Caucasian,0,0,0,M,Battery,1
Male,38,African-American,0,0,17,M,Battery,0
Male,64,Hispanic,0,0,1,M,Disorderly Intoxication,1
Male,22,African-American,0,0,1,F,Burglary Conveyance Unoccup,0
Male,69,Caucasian,0,0,0,M,Driving Under The Influence,0
Male,26,African-American,0,0,2,F,Agg Battery Grt/Bod/Harm,1
